Origin,Destination,Weight (m3)
22,51,612185.9442
24,51,6220745063
25,51,36323226.75
27,51,24994436.34
28,51,138135.5368
29,51,12756.35935
34,51,20397207.92
36,51,88799515.32
37,51,1418137501
38,51,80775879.59
39,51,13218254.11
40,51,36508630.77
42,51,724997433.5
45,51,13856828.63
48,51,9779609.706
49,51,2633637.931
51,51,6526396444
54,51,6309254.077
55,51,42995.61859
1,53,63361973.12
2,53,49210436.63
4,53,173904280.3
5,53,163937.5393
6,53,1570263494
8,53,70758383.92
9,53,6481124.851
12,53,788364264.9
13,53,349467337.3
15,53,2218812.588
16,53,445821305.8
17,53,154203324.9
18,53,501493671.6
19,53,9481236.847
20,53,15976020.92
21,53,74397213.79
22,53,22243805.52
23,53,1688041.762
24,53,36855109.63
25,53,271974680.9
26,53,227189383.9
27,53,104520690.7
29,53,71797090.64
30,53,352023313.1
32,53,33575674.42
34,53,232778549.3
35,53,2181999.257
36,53,282819772.9
37,53,113865462.9
38,53,12128774.62
39,53,125070075.2
40,53,36890650.79
41,53,3138516685
42,53,375918301.9
44,53,130704.2966
45,53,18748886.61
46,53,2380859.501
47,53,46576925.4
48,53,415799569.5
49,53,156719130.4
50,53,60843.79343
51,53,33902099.32
53,53,49950421121
54,53,1257997.301
55,53,59331317.79
56,53,31208292.75
39,54,227155.9279
42,54,46338.07748
54,54,8057493.718
1,55,23644338.75
4,55,13947.28264
5,55,45266.12799
6,55,107352947.1
8,55,4754.508546
9,55,28833.70434
10,55,26268.17273
12,55,179247797.7
13,55,149162035.6
16,55,2309.67522
17,55,2974330296
18,55,1810608675
19,55,256804248.7
20,55,43902325.99
21,55,28363406.58
22,55,3290.170861
24,55,46276590.6
25,55,19545622.8
26,55,406627831.8
27,55,472802054.1
28,55,43516762.17
29,55,173638005.1
31,55,45895.39237
32,55,5854568.689
33,55,39175.09758
34,55,37873898.05
35,55,15997.65509
36,55,124992837.3
37,55,105133441.2
38,55,10022506.41
39,55,142902058.1
40,55,848.5591521
41,55,3217.72192
42,55,51826840.77
44,55,20527.99897
45,55,3187065.08
46,55,2337.54596
47,55,183223963.8
48,55,2375719324
49,55,2025336.879
51,55,85005966.26
53,55,12968719.37
54,55,2310.049827
55,55,10863324909
6,56,27320957.61
8,56,17346029.95
9,56,4998.476984
10,56,184.0746305
12,56,855.0962669
13,56,1959351.159
16,56,18189871.68
17,56,22690.52393
18,56,584.0889117
19,56,1631.922145
21,56,57654.0305
25,56,900.5735286
26,56,21677526.59
27,56,180328517.2
29,56,624201.8674
30,56,15403816.45
31,56,4757144.625
34,56,153070.4301
36,56,1538.956722
37,56,2126.448694
38,56,46693471.98
39,56,6669259.14
40,56,247119.7275
41,56,1163.227917
47,56,8009.566697
48,56,339787.6917
49,56,22984.4246
51,56,589.0388177
53,56,8299557.715
55,56,396789118.5
56,56,21377814.42
