Origin,Destination,Weight (m3)
CA,AL,351182.3328
CT,AL,88132.75984
FL,AL,44528558.74
GA,AL,1303844101
IL,AL,10492971.18
IN,AL,59146.53702
KS,AL,6152893.373
KY,AL,4786354.155
LA,AL,123996757.4
MD,AL,116121.2439
MA,AL,58327.32268
MN,AL,200390.535
MS,AL,85701948.15
MO,AL,104952.8244
NE,AL,58938.69288
NJ,AL,8160306.229
NY,AL,6884329.723
NC,AL,5740179.074
OH,AL,6641281.946
PA,AL,57776.32937
SC,AL,66353.75545
TN,AL,12585008.64
TX,AL,2399932.393
VA,AL,317218.601
WV,AL,1871462.151
AL,AZ,7834522.078
AZ,AZ,6268492882
AR,AZ,15473819.34
CA,AZ,1248760275
CO,AZ,110078958.9
CT,AZ,2397669.166
FL,AZ,55120139.97
GA,AZ,76456454.18
HI,AZ,7238.961565
ID,AZ,22798622.37
IL,AZ,133841519.6
IN,AZ,16005051.44
IA,AZ,85435648.32
KS,AZ,17689335.73
KY,AZ,21521759.74
LA,AZ,2475326.044
ME,AZ,188133.7871
MD,AZ,24285557.68
MA,AZ,80129626.32
MI,AZ,83193440.02
MN,AZ,104585943.8
MS,AZ,15799132.72
MO,AZ,14746948.18
MT,AZ,108480529.1
NE,AZ,40327397.45
NV,AZ,27221152.61
NJ,AZ,66890774.8
NM,AZ,10312180.02
NY,AZ,27179991.69
NC,AZ,37254226.05
OH,AZ,64967630.51
OK,AZ,8301770.608
OR,AZ,29320230.76
PA,AZ,39864592.91
SC,AZ,16510624.57
SD,AZ,7786836.353
TN,AZ,59819440.84
TX,AZ,116666459.8
UT,AZ,39867757.89
VA,AZ,33405647.32
WA,AZ,118717977.8
WI,AZ,11704585.67
WY,AZ,119431.1381
AL,AR,77749060.2
AR,AR,20451303360
CA,AR,34544594.41
CO,AR,30421757.37
DE,AR,6441001.717
GA,AR,47951737.02
IN,AR,20435369.6
IA,AR,48742533.59
KY,AR,23790563.24
LA,AR,6667452892
MS,AR,7923671.651
MO,AR,825555451.9
NC,AR,186672753
ND,AR,9915451.386
OK,AR,612252.6903
SC,AR,11043136.42
TN,AR,975062093.1
TX,AR,93035292.19
VA,AR,10424984
AL,CA,219120679.5
AK,CA,7509738.508
AZ,CA,971501352.3
AR,CA,27612092.96
CA,CA,30165041929
CO,CA,332009966.2
CT,CA,26062337.89
DE,CA,1103071.083
FL,CA,362772868.2
GA,CA,312781916.1
HI,CA,105741657.5
ID,CA,208387760.4
IL,CA,351241826.2
IN,CA,116205412
IA,CA,71360839.58
KS,CA,113049053.3
KY,CA,24974895.1
LA,CA,127354510.4
ME,CA,14697071.71
MD,CA,395851572.5
MA,CA,133323367
MI,CA,400875119.8
MN,CA,141202604.6
MS,CA,14877315.1
MO,CA,110342242.9
MT,CA,123946490
NE,CA,14582199.47
NV,CA,154812096.4
NJ,CA,295568607.7
NM,CA,82745990.36
NY,CA,528990570.4
NC,CA,86145150.61
ND,CA,24615952.54
OH,CA,186540358.9
OK,CA,61484736.03
OR,CA,433523898
PA,CA,397497640.6
SC,CA,154520956.1
SD,CA,62663.15467
TN,CA,58287040.03
TX,CA,841404072
UT,CA,603666041.5
VT,CA,10085188.29
VA,CA,43192136.71
WA,CA,709106651.6
WV,CA,7845469.824
WI,CA,133601244
WY,CA,14570635.93
AL,CO,357020045.5
AZ,CO,244711978.4
AR,CO,36259814.11
CA,CO,4073414322
CO,CO,94292860629
FL,CO,70178645.53
GA,CO,646874846.7
ID,CO,110450398.3
IL,CO,274264408.6
IN,CO,142420009.2
IA,CO,105992554.2
KS,CO,2171508564
KY,CO,133530888.5
LA,CO,576870158.3
MI,CO,25851914.08
MN,CO,1120130519
MS,CO,110130692.2
MO,CO,6041923640
MT,CO,3438116.361
NE,CO,5111324388
NV,CO,107906577.9
NJ,CO,70111639.88
NM,CO,412600589
NY,CO,112870659
NC,CO,115547951.3
ND,CO,1244157457
OH,CO,435237222.5
OK,CO,74144449.05
OR,CO,357518465
PA,CO,949836405.4
SC,CO,161471425
TN,CO,24948049.15
TX,CO,2511973758
UT,CO,112994752
VA,CO,138530478.6
WA,CO,3107134530
WI,CO,168268601.5
WY,CO,291825595.2
AR,CT,5640.095701
CA,CT,27630.97177
CT,CT,580727947.6
FL,CT,4163.904628
GA,CT,4179.833011
ME,CT,38923915.15
MD,CT,5563.188962
MA,CT,243700433.1
MI,CT,4108.557519
MN,CT,646.0380622
MT,CT,4504.729125
NV,CT,3763.174394
NJ,CT,10350479.08
NY,CT,160593117.2
NC,CT,5966.386218
ND,CT,22380.82648
PA,CT,691740.0797
TX,CT,4136.338335
UT,CT,16568.89732
VT,CT,20373352.39
VA,CT,3321.899184
WA,CT,4136.070181
CT,DE,9858531.808
DE,DE,6636303997
GA,DE,9013598.453
IL,DE,20062989.44
IN,DE,62688334.22
IA,DE,2220341.308
KY,DE,1753564.671
MD,DE,559864691.7
MA,DE,42801283.53
MI,DE,49418600.22
MN,DE,9493115.409
MO,DE,10139574.9
NJ,DE,56879122.98
NY,DE,388118389
NC,DE,70404629.18
OH,DE,66727280.38
PA,DE,374679778.3
SC,DE,9748845.904
VA,DE,57021808.13
WI,DE,9076244.116
AL,FL,7486755.296
AK,FL,588068.656
AZ,FL,12813132.22
AR,FL,2326496.331
CA,FL,15392168.01
CO,FL,2997361.849
CT,FL,2762784.334
DE,FL,1492769.257
FL,FL,3293797912
GA,FL,256586676.3
HI,FL,549840.1343
ID,FL,264434.5372
IL,FL,12163312.2
IN,FL,3046853.553
IA,FL,10808804
KS,FL,21290513.4
KY,FL,5902080.999
LA,FL,3668302.786
ME,FL,874171.2692
MD,FL,13610121.59
MA,FL,7117030.685
MI,FL,30677796.43
MN,FL,2228773.698
MS,FL,5891803.539
MO,FL,3936633.11
NE,FL,635627.7766
NV,FL,80872.38423
NJ,FL,19639007.55
NM,FL,3455042.898
NY,FL,38297438.41
NC,FL,10649396.88
ND,FL,7878.250048
OH,FL,13318491.03
OK,FL,4739078.236
OR,FL,1414269.002
PA,FL,45772688.01
SC,FL,5773962.998
SD,FL,373438.0487
TN,FL,4384499.215
TX,FL,27645892.03
UT,FL,270602.8761
VT,FL,89120.05783
VA,FL,3464774.043
WA,FL,2042638.139
WV,FL,118739.2229
WI,FL,57905843.16
WY,FL,1088188.226
AL,GA,202532002.5
AZ,GA,5845800.853
AR,GA,97112440.2
CA,GA,25845814.09
CO,GA,1763073.778
CT,GA,9689386.385
DE,GA,82923.35466
FL,GA,307555870.9
GA,GA,8549905907
ID,GA,30890.22333
IL,GA,233047045.3
IN,GA,9064680.007
IA,GA,7334420.476
KS,GA,5841829.064
KY,GA,284087801.2
LA,GA,15098815.92
ME,GA,18128.61679
MD,GA,8861079.165
MA,GA,18902414.89
MI,GA,63718566.73
MN,GA,8671393.951
MS,GA,3165681.951
MO,GA,18709843.83
MT,GA,35103.99689
NE,GA,12394106.33
NJ,GA,17859722.71
NY,GA,12754665.22
NC,GA,97128006.54
OH,GA,15085887.15
OK,GA,70876.23979
OR,GA,748682.1472
PA,GA,4696604.899
SC,GA,923468183.9
SD,GA,4689139.796
TN,GA,169642882.7
TX,GA,74030164.19
UT,GA,53287.26051
VA,GA,57535736.07
WA,GA,28134648.92
WV,GA,110834.3832
WI,GA,12705326.66
WY,GA,29096.61367
AK,HI,3779.039842
AZ,HI,20682.94745
CA,HI,10333491.04
CO,HI,145909.7548
CT,HI,11127.97085
FL,HI,21864672.16
GA,HI,81484.25474
HI,HI,3955655755
ID,HI,26527.89978
IL,HI,124007.2989
IN,HI,41598.51588
IA,HI,36921.22276
KS,HI,4644.011509
LA,HI,9634.50215
ME,HI,87305.38443
MD,HI,531.1045147
MA,HI,127555.8197
MI,HI,123271.9503
MN,HI,30342.32323
MS,HI,524.7985244
MO,HI,31545.01571
NE,HI,30119.51157
NV,HI,155748.8513
NJ,HI,95397.02096
NM,HI,3691.106311
NY,HI,2110560.645
NC,HI,42242.07722
OH,HI,84518.48706
OK,HI,109296.1242
OR,HI,280626.7271
PA,HI,152496.3616
SC,HI,11243.23034
TN,HI,103257.4378
TX,HI,642274.2187
UT,HI,32752.61285
VA,HI,133948.6925
WA,HI,234672.1733
WV,HI,528.3018524
WI,HI,20755.46634
AL,ID,84013789.19
AZ,ID,127509832.6
AR,ID,91040260.23
CA,ID,846213877.1
CO,ID,229001654
CT,ID,12884602.06
DE,ID,3213431.465
